,Unnamed: 0,Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
258,258.0,259.0,Countryside & Livelihood Tour by Jeep - Half-day,Full-day Tours,7.0,5.0,5.0,55.0,"English speaking tour guide, Vintage jeep & driver, Hotel pickup & drop off, Cold drinking water, Cold towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
259,259.0,260.0,2-Day Angkor Wat & Tonle Sap Tour,Adventure Tours,7.0,5.0,48.0,250.26,"Private transportation, Air-conditioned vehicle, Hotel pickups and Dropoffs, Fee for motorized boat, Cold bottled water, Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
260,260.0,261.0,Private Angkor Wat Tour from Siem Reap,Full-day Tours,18.0,5.0,7.0,67.5,"Bottled water/ Cold towel, Hotel/port pickup and drop-off, Private car and driver, Private English speaking guide, Private transportation, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
261,261.0,262.0,Siem Reap Airport Pickup & Transfer (Shared Luxury MiniVan),Bus Tours,2.0,5.0,1.0,6.0,"Transport between Siem Reap Airport (old) to Siem Reap hotels (up to 6km), Vehicle with friendly and licensed driver, Pickup at a lodging or an airport according to option chosen (private option), One item medium luggage per person plus handcarry, Pickup at requested time (Private option), Welcome sign board with customers name at airport arrival gate, Customer service officer/tour guide for any assistance (Shared Option)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
262,262.0,263.0,Private: Sunrise Angkor Wat Full Day Guided Visit,Bus Tours,11.0,5.0,10.0,83.34,"Professional licensed guide, Hotel pickup and drop off, Private tour, Transport by aircon private vehicle, snacks and refreshment, Fuel surcharge","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
263,263.0,264.0,"Kulen Mountain, Killing Fields and War Museum Tour",Full-day Tours,4.0,5.0,8.0,73.72,"English-Speaking Tour Guide, Transportation ( AC car or minivan or minibus, Bottles of cold drinking water, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
264,264.0,265.0,Angkor Wat Sunrise VIP Guided Jeep Tour (Breakfast & Lunch Included),Full-day Tours,6.0,5.0,10.0,95.0,"English speaking tour guide, Round trip by vintage jeep, Cold drinking water, Cold hand towels, Breakfast & snack, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
265,265.0,266.0,Angkor Wat Highilights and Tonle Sap Lake Private Tour,Bus Tours,10.0,5.0,48.0,79.0,"Experienced English speaking tour guide, Local village walk and interact with local people, Hotel pickup and drop-off, Private air-con transport, Bottled water, Entry/Admission - Tonle Sap Lake","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
266,266.0,267.0,Luxury Sunrise Angkor Tour (VIP Tour Package),Full-day Tours,10.0,5.0,8.0,115.5,"Round trip by VIP family vehicle, English speaking guide, Breakfast, Snacks and drinks throughout the day","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
267,267.0,268.0,10 Must-See Temples in Angkor Park (Private Guided Tour with Mini Van Driver),Bus Tours,12.0,5.0,8.0,75.0,"Air-conditioned vehicle, Tour Guide (English Speaking)., Bottled water, Cool Towels, Entry/Admission - Angkor Wat","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
268,268.0,269.0,Kompong Phluk - Private Floating Village & Flooded Forest Tour from Siem Reap,Day Cruises,1.0,5.0,5.0,157.7,"Hotel Pick-up and Drop-off, Transport by Private Vehicle, English Speaking Guide, Bottled water, Local Snacks, All Other Taxes, Fees and Handling Charges, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
269,269.0,270.0,Half Day Birding in Angkor Wat,Full-day Tours,8.0,5.0,7.0,47.0,"Private transportation, Bottled water, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
270,270.0,271.0,Private Half-Day Tour to Kampong Phluk Flooded Forest and Floating Villages,Bus Tours,14.0,5.0,5.0,34.0,"English Speaking Tour Guide, Private comfortable vehicle, a boat ride, Hotel pick up and drop off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
271,271.0,272.0,Discover Battambang Local Livelihoods on a Half-Day Bicycle Tour,Adventure Tours,14.0,5.0,6.0,30.0,"Friendly, English-speaking guide, Mountain bike, Entry/Admission - Wat Samrong Knong, Entry/Admission - Battambang, Entry/Admission - Battambang, Entry/Admission - Battambang, Entry/Admission - Wat Ek Phnom","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
272,272.0,273.0,Siem Reap: Tonle Sap and Kampong Phluk Tour with Street Food,Bus Tours,13.0,5.0,7.0,55.0,"Vaccinated English speaking tour guide and driver, Tonle Sap ticket and a boat cruise, Bottle of water and 1-beer, Pick-up & Drop-off at your hotel, Air-conditioned transportation (Minivan/Minibus), Food tour (Taste different authentic dishes), Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
273,273.0,274.0,Explore Sihanoukville Dirt Bike Tour,Full-day Tours,21.0,5.0,6.0,140.26,"All taxes., Fuel surcharge, National Park fees, Bottled water, Lunch, Professional guide/mechanic, Bike rental (Honda XR 250 or Yamaha TTR250), Protective gears (helmet, boots, gloves, body armor, goggles, knee and elbow protectors, pants and jersey, Ferry or river crossing fee, Entry/Admission - Stray Dog Adventures","Asia, Cambodia, Sihanoukville Province, Sihanoukville, Things to Do in Sihanoukville, Sihanoukville Tours, Tours and Tickets"
274,274.0,275.0,Best of Cambodia 6 Days Private Tours,Luxury Car Tours,14.0,5.0,72.0,350.0,"Breakfast, Breakfast, Breakfast, Breakfast, Breakfast, Stay at comfortable Hotel with daily breakfast based on Double or Twin or triple sharing, All entrance fees for tours sights as mentioned in itinerary, Experienced English speaking license tour guide, All transfer by private vehicle as mentioned in itinerary, Drinks water and fresh tissue for the whole trip, Entry/Admission - Siem Reap, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Angkor Thom, Entry/Admission - Siem Reap, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Ta Nei Temple, Entry/Admission - Ta Prohm Temple, Entry/Admission - Banteay Samre, Entry/Admission - Banteay Srei, Entry/Admission - Preah Khan, Entry/Admission - Neak Pean, Entry/Admission - Ta Som, Entry/Admission - Eastern Mebon, Entry/Admission - Pre Rup, Entry/Admission - Phnom Bakheng, Entry/Admission - Spean Praptos, Entry/Admission - Kampong Thom, Entry/Admission - Skun Spider Sanctuary, Entry/Admission - Royal Palace, Entry/Admission - Silver Pagoda, Entry/Admission - Wat Phnom, Entry/Admission - Independence Monument, Entry/Admission - Wat Ounalom, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Central Market, Entry/Admission - Phnom Penh","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
275,275.0,276.0,Private Kulen Waterfall Full-Day Tour (by A/C Vehicles),Full-day Tours,20.0,5.0,9.0,89.0,"Cold towels & Bottled Water, Hotel pickup (8:30am), Transport by A/C chosen vehicle, Hotel Dropoff","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
276,276.0,277.0,Angkor Wat Highilights and Tonle Sap Lake Private Tour,Bus Tours,10.0,5.0,48.0,79.0,"Experienced English speaking tour guide, Local village walk and interact with local people, Hotel pickup and drop-off, Private air-con transport, Bottled water, Entry/Admission - Tonle Sap Lake","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
277,277.0,278.0,Siem Reap Morning Food Tour - Plant Based or Carnivore,Walking Tours,12.0,5.0,3.0,45.0,"Not 1, not 2, but 3 delicious breakfasts are included. We want you to try the 3 most popular Khmer breakfasts!, Coffee and/or Tea, Let's cruise the streets and see what delicious local snacks we can try!, Bottled water, Soda/Pop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
278,278.0,279.0,Private Koh Ker & Beng Mealea Full-Day Tour (by A/C Vehicles),Full-day Tours,12.0,5.0,10.0,119.0,"Cold towels & Bottled water, Hotel pickup (8:30am), Travel by chosen air-conditioned vehicle & friendly driver, Hotel Drop-off (around 6pm), First Aid Kit","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
279,279.0,280.0,Tuk Tuk Tour in Tango,Full-day Tours,11.0,5.0,8.0,25.0,"Private transportation, Soda/Pop, Bottled water, Entry/Admission - La Plantation","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
280,280.0,281.0,Private Tour Of Phnom Kulen Mountain & Kampong Phluk Lake Cruise,Full-day Tours,11.0,5.0,9.0,90.0,"Vaccinated English speaking tour guide with license, Vaccinated experienced driver, Private vehicle with A/C (Car or Minivan), Free cool water and cool towel during tour, Petrol, toll and parking fees","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
281,281.0,282.0,Body Scrub- Special Treatments,Health Tour,11.0,5.0,1.0,31.16,"Welcome drink, 60minutes massage treatment","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
282,282.0,283.0,Private: Sunrise Angkor Wat Full Day Guided Visit,Bus Tours,11.0,5.0,10.0,83.34,"Professional licensed guide, Hotel pickup and drop off, Private tour, Transport by aircon private vehicle, snacks and refreshment, Fuel surcharge","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
283,283.0,284.0,Peppery on Two Wheels,"Vespa, Scooter & Moped Tours",13.0,5.0,1.0,38.0,"Professional Tour Guide, Bottled water, First Aids, Scooter & Helmet, Lunch","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
284,284.0,285.0,Four Hand Relaxing Oil Massage,Health Tour,11.0,5.0,2.0,70.0,"Welcome drink, 90minutes massage treatment","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
285,285.0,286.0,Luxury Sunrise Angkor Tour (VIP Tour Package),Full-day Tours,10.0,5.0,8.0,115.5,"Round trip by VIP family vehicle, English speaking guide, Breakfast, Snacks and drinks throughout the day","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
286,286.0,287.0,Private Banteay Srei and 4 Temples Guided Tour,Full-day Tours,9.0,5.0,7.0,50.77,"Hotel pickup and drop-off, Private transport by air-conditioned vehicle, 8 hour tour of Banteay Srei and 4 temples, Professional English-speaking guide, Cold towels, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
287,287.0,288.0,5-Day All Major Temples & Kulen Mount Waterfall & Koh Ker & Beng Mealea,Adventure Tours,8.0,5.0,72.0,430.0,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
288,288.0,289.0,Siem Reap One Day Dirt Bike MotorbikeTour,Bike Tours,8.0,5.0,7.0,216.0,"Helmet, Motocross Boots, Gloves, Goggles, Jersey, Motocross Pants, Body Rooster, Knee and Elbow Pads, Bottled water - Guests are provided with coffee and water on arrival., Honda XR 250 Electric start, ( CRF, WR & KTM upgrades possible), Fuel for motorbike, Ice Cold beer on arrival back at base!, Lunch, Normal wear and tear to the Dirt Bike, Experienced Friendly English Speaking Mounted Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
289,289.0,290.0,"Khmer Rouge, genocide museum &killing field tour",Luxury Car Tours,8.0,5.0,5.0,83.0,"Bottled water, Air-conditioned vehicle, English speaking tour guide, Pick up and drop off, All entrance fee tickets as places mention in itinerary","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
290,290.0,291.0,Phnom Penh Countryside Cycling Tour,Bike Tours,6.0,5.0,6.0,55.0,"English speaking cycle guide, Mountain Bike & Helmet, Local street foods tasting and drinking water, Khmer local lunch (Vegan and vegetarian are available)","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
291,291.0,292.0,2-Day Angkor Wat & Tonle Sap Tour,Adventure Tours,7.0,5.0,48.0,250.26,"Private transportation, Air-conditioned vehicle, Hotel pickups and Dropoffs, Fee for motorized boat, Cold bottled water, Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
292,292.0,293.0,Full-Day Private Tuk Tuk Tour of Angkor Wat Temples,Tuk Tuk Tours,9.0,5.0,7.0,40.0,Private transportation,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
293,293.0,294.0,Full Day Temples Explorer - Small Group,Full-day Tours,6.0,5.0,7.0,19.0,"Experienced and licensed English Speaking Tour Guide, Pickup and drop off from hotel in Siem Reap City, Air-conditioned vehicle, Mineral Water, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
294,294.0,295.0,Enjoy Authentic Khmer Dinner at Embassy Restaurant,Food Tours,7.0,5.0,2.0,65.0,Meal as mentioned in the menu,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
295,295.0,296.0,"4-Day(Tour Angkor Temple Complex, Temple in the Jungle, Local people life Style)",Bus Tours,7.0,5.0,72.0,194.0,"All days tour with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., Cool drinking waters & wet towels, All applicable taxes and service charges, Entry/Admission - Angkor Silk Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
296,296.0,297.0,Private Tour to Beng Mealea Jungle Temple and Koh Ker,Bus Tours,3.0,5.0,9.0,70.61,"Hotel pickup and drop-off, Bottled water, English speaking driver, Private tour, Transport by private air conditioned car","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
297,297.0,298.0,Half Day Birding in Angkor Wat,Full-day Tours,8.0,5.0,7.0,47.0,"Private transportation, Bottled water, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
298,298.0,299.0,Private City Tour in Siem Reap,Bus Tours,6.0,4.5,4.0,57.7,"Hotel pickup and drop-off, Private air-conditioned car, Professional English-speaking driver, Bottled water during tour, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
299,299.0,300.0,Day in a Life Authentic Village Experience in Siem Reap,Adventure Tours,8.0,5.0,7.0,68.72,"Professional English speaking guide, Transport by air-conditioned minivan, Private tour, Hotel pickup, drop off at our centrally located office, Ox cart ride & all activities, Khmer hot lunch, freshly prepared, Donation to HUSK Cambodia, Bottled water and cold towels, Transport by private vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
300,300.0,301.0,Sun Rise Angkor Small Group Day Tour from Siem Reap,Bus Tours,4.0,5.0,7.0,17.0,"English Speaking Tour Guide, Air-conditioned vehicle, Hotel pick up and drop off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
301,301.0,302.0,Full Day Temples Explorer - Small Group,Full-day Tours,6.0,5.0,7.0,19.0,"Experienced and licensed English Speaking Tour Guide, Pickup and drop off from hotel in Siem Reap City, Air-conditioned vehicle, Mineral Water, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
302,302.0,303.0,Day in a Life Authentic Village Experience in Siem Reap,Adventure Tours,8.0,5.0,7.0,68.72,"Professional English speaking guide, Transport by air-conditioned minivan, Private tour, Hotel pickup, drop off at our centrally located office, Ox cart ride & all activities, Khmer hot lunch, freshly prepared, Donation to HUSK Cambodia, Bottled water and cold towels, Transport by private vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
303,303.0,304.0,Private Tour To Preah Vihear and Koh Ker Temple,Bus Tours,3.0,5.0,9.0,205.0,"Round trip by minivan, English speaking driver, A bottle of water & iced towels, English Speaking Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
304,304.0,305.0,Beng Mealea Temple Private Day Tour,Bus Tours,3.0,5.0,5.0,65.0,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
305,305.0,306.0,Angkor Wat Sunset Tour,Full-day Tours,6.0,5.0,10.0,61.54,"Lunch and Buffet Dinner/Apsara show (according to option chosen), Bottled water & Cold Towels, Professional English-speaking guide, Transport by your chosen vehicle, Hotel Pick-up and Drop Off (If request)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
306,306.0,307.0,Kompong Phluk Floating Village Private Half-Day Tour,Bus Tours,3.0,5.0,4.0,34.62,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
307,307.0,308.0,Private City Tour in Siem Reap,Bus Tours,6.0,4.5,4.0,57.7,"Hotel pickup and drop-off, Private air-conditioned car, Professional English-speaking driver, Bottled water during tour, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
308,308.0,309.0,Half Day Kampong Phluk Floating Village Tour,Full-day Tours,1.0,5.0,6.0,60.0,"English Speaking Tour Guide, Car Transport, Drinking Water, Entrance Fees, Boat Fees, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
309,309.0,310.0,2-Day Angkor Wat Tour,Bus Tours,2.0,5.0,48.0,115.9,"Drinking water, Air-conditioned vehicle, English Speaking Guide with licensed","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
310,310.0,311.0,Private Sunrise and Sunset Angkor Park Tour with Rest Mid-Day,Full-day Tours,2.0,5.0,7.0,85.0,"Car Driver and Petrol, Cool Towels, Tour Guide (English Speaking)., Private transportation, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
311,311.0,312.0,Siem Reap Quad Bike Countryside Sunset Tour for 1 hour driving,Adventure Tours,1.0,5.0,1.0,37.5,"Helmet and facemask, rain coat in the raining season., Safety driving, briefing, and training, Quad Bike Polaris Trailboss 330 with guide who show you the way, Entry/Admission - Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
312,312.0,313.0,Private Angkor Wat Tour from Siem Reap,Full-day Tours,2.0,5.0,7.0,85.0,"Professional English speaking guide with license, motor bike driver and helmet, Cold bottle of water and towels, Gratuity is recommended, pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
313,313.0,314.0,Angkor Wat Sunrise: Small Group,Full-day Tours,2.0,5.0,8.0,25.0,"Bottled water, Free pickup and drop-off at city hotels, Professional English-speaking tour guide, Sightseeing as specified in the description, Transportation by air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
314,314.0,315.0,1 Day- Angkor Wat Small & Big Circuit from Siem Reap,Full-day Tours,2.0,5.0,9.0,25.0,"All local applicable taxes, English Speaking Guide, Experienced & safe driver, Free cool & cool towels during touring","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
315,315.0,316.0,2-Day Temples with Angkor Wat Sunrise Tour of Siem Reap,Bus Tours,2.0,5.0,48.0,60.0,"2 days exploring the major temples including Bayteay Srei temple, First Day by Tuk Tuk & Second Day by Air Condition Car, Hotel pickup and drop off, Professional English Speaking Tour Guide 1 Day, Mineral Water During the Touring","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
316,316.0,317.0,"Floating Village, Kompong Khleang & Beng Mealea Temple",Bus Tours,2.0,5.0,6.0,130.0,"All local applicable taxes, Experienced & safe driver, Free cool & cool towels during touring, Englsih Speaking Tour Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
317,317.0,318.0,"Angkor Wat 1Day Visit,Siem Reap,Cambodia",Full-day Tours,2.0,5.0,6.0,25.0,"All local Applicable taxes, Cold Towel & Cold Water during tour, Hotel pick up & Drop off, Professional English Tour Guide, Return hotel about 1.00 PM","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
318,318.0,319.0,Siem Reap Angkor Intl,Half-day Tours,2.0,4.5,1.0,26.0,"Meet and greet at the Siem Reap-Angkor Airport arrival terminal exit, Pick up from airport arrival terminal exit, Drop off at your hotel in Siem Reap City, One way transfer by air con vehicle with a professional driver, Toll fees","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
319,319.0,320.0,"3 Day Private Tours Hit All Angkor Temples, Floating Village From Dawn To Dusk",Bus Tours,10.0,4.5,72.0,370.0,"Hotel pickup and drop-off, Professional historian & photographer guide in the private air-conditioning SUV/minivan, Cold Waters & Wipes, Gas, Parking & Toll Road","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
320,320.0,321.0,"Ox-cart Culture Tour, Countryside Experince in Siem Reap",Walking Tours,3.0,5.0,3.0,38.47,"Pick up and drop off, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
321,321.0,322.0,Siem Reap One Day Dirt Bike MotorbikeTour,Bike Tours,8.0,5.0,7.0,216.0,"Helmet, Motocross Boots, Gloves, Goggles, Jersey, Motocross Pants, Body Rooster, Knee and Elbow Pads, Bottled water - Guests are provided with coffee and water on arrival., Honda XR 250 Electric start, ( CRF, WR & KTM upgrades possible), Fuel for motorbike, Ice Cold beer on arrival back at base!, Lunch, Normal wear and tear to the Dirt Bike, Experienced Friendly English Speaking Mounted Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
322,322.0,323.0,Angkor Wat Full-day Private tour,Full-day Tours,1.0,5.0,7.0,49.0,"Private tour by air-conditioning vehicle, Licensed tour guide English speaking, Hotel pick up and drop off, Cold drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
323,323.0,324.0,Private Guided Tour from Siem Reap to Beng Mealea Temple,Adventure Tours,1.0,5.0,5.0,60.0,"Air-conditioned vehicle, Private transportation, Tour Guide and Driver, All Taxes included","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
324,324.0,325.0,Siem Reap City Life and Siem Reap Countryside Life,Bus Tours,1.0,5.0,7.0,75.0,"English-Speaking Tour Guide, Transport ( AC car or minivan or minibus, Boat Ride, Bottles of Cold drinking Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
325,325.0,326.0,Private Angkor Wat Half Day Tour,Luxury Car Tours,1.0,5.0,3.0,50.0,"English speaking tourist guide, Hotel pick up and drop off, Private transportation, Cool hand towels, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
326,326.0,327.0,Small group: Angkor Wat tour with sunset,Bus Tours,1.0,5.0,8.0,22.0,"English Speaking Guide with licensed, Pick up & drop off at hotel, Air-conditioned vehicle, Cool water and Cool towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
327,327.0,328.0,"Sun Set Angkor Wat, South Gate, Bayon plus Street Food",Bus Tours,1.0,5.0,5.0,30.0,"English Speaking Tour Guide, Private comfortable vehicle, One Local Beer, Fruit Juice, snacks, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
328,328.0,329.0,Half Day - Mekong Silk Island Cruise & Tour with Free flow drinks and fruits,Full-day Tours,3.0,4.9,4.0,35.0,"Hotel pick up, Unlimited beer and soft drinks, Fresh fruits platter, Entrance fee, English speaking guide, Round trips Tuk Tuk around the island","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
329,329.0,330.0, Private Tuk Tuk Tour to Angkor Wat and Small Circle with Two Extras,Full-day Tours,1.0,5.0,10.0,20.0,"Private transportation, English-speaking driver","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
330,330.0,331.0,Siem Reap Angkor Wat Heritage Temples Day Tour,Full-day Tours,1.0,5.0,10.0,17.5,"English Speaking Tour Guide, Bottle of water, Hotel pick up transfer and drop off service at the Night Market","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
331,331.0,332.0,One day Kulen Mountain Trekking Tour from Siem Reap,Adventure Tours,1.0,5.0,7.0,143.08,"Bottled water, Car transfer, English adventure guide, local lunch, Kulen pass, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
